"Lon" "Lat" "Scenario" "initial_recruitment_BNE" "initial_recruitment_IBS" "initial_recruitment_TeBS" "initial_recruitment_Tundra" "initial_recruitment_otherC" "recruitment_ten_years_BNE" "recruitment_ten_years_IBS" "recruitment_ten_years_TeBS" "recruitment_ten_years_Tundra" "recruitment_ten_years_otherC" "previous_state_BNE" "previous_state_IBS" "previous_state_TeBS" "previous_state_Tundra" "previous_state_otherC"
"1" -155.75 61.25 "Control" 18 0 0 10 0 191 0 0 155 1 2.19 0 0 0.05 0.33
"2" -97.75 54.25 "Control" 18 3 0 30 1 89 4 0 145 1 0.27 2.69 0 0.61 0.68
"3" -68.25 50.25 "Control" 23 0 0 25 0 136 0 0 160 0 1.61 0 0 0.1 0.18
"4" -68.25 51.75 "Control" 3 0 0 19 0 27 0 0 159 0 0.72 0 0 0.11 0.01
"5" -62.75 51.25 "Control" 19 0 0 28 1 49 0 0 148 1 0.68 0 0 0.08 0.01
"6" 35.25 67.25 "Control" 20 0 0 15 0 166 0 0 175 0 2.66 0 0 0.04 0.12
"7" 60.25 57.25 "Control" 38 0 0 28 2 388 5 0 222 17 5.07 0 0 0.08 0
"8" 64.25 58.25 "Control" 18 0 0 24 0 155 8 0 160 2 6.12 0 0 0 0.08
"9" 66.25 60.25 "Control" 14 0 0 16 0 204 2 0 176 5 0.55 1.11 0 0.66 0.77
"10" 67.25 57.75 "Control" 30 0 0 31 1 247 12 0 217 11 0.4 0.15 0 0.53 0.34
"11" 89.75 60.75 "Control" 8 1 0 33 2 48 4 0 203 13 0.03 0.44 0 0.7 0.38
"12" -155.25 64.25 "Control" 21 0 0 13 0 389 1 0 226 5 3.02 0 0 0 0.61
"13" -151.25 65.25 "Control" 27 0 0 14 0 304 2 0 179 4 6 0 0 0.01 0.63
"14" -109.25 55.25 "Control" 31 1 0 42 1 174 1 0 199 1 7.25 0 0 0 0.12
"15" -84.75 51.75 "Control" 45 3 0 56 4 152 3 0 180 4 3.13 0 0 0.14 0.45
"16" -83.75 51.25 "Control" 44 4 0 46 5 137 4 0 144 5 0.07 0.05 0 0.5 0.1
"17" -61.25 52.25 "Control" 1 0 0 10 0 11 0 0 138 0 0.3 0 0 0.1 0.06
"18" 21.75 67.25 "Control" 18 0 0 15 0 328 0 0 208 3 0.5 0 0 0.13 0.14
"19" 34.75 63.25 "Control" 28 0 0 18 0 320 0 0 197 3 4.53 0 0 0.07 0.04
"20" 49.75 65.25 "Control" 19 0 0 19 0 165 0 0 167 1 1.84 0 0 0.11 0
"21" 50.25 57.75 "Control" 26 3 0 31 1 171 6 0 181 5 0.01 0.01 0 0.4 0.03
"22" 54.25 58.75 "Control" 22 2 0 40 1 145 4 0 201 4 0.18 5.88 0 0.2 0.36
"23" 66.75 59.75 "Control" 35 6 0 48 1 146 6 0 181 1 0.02 6.42 0 0.01 0.14
"24" 69.75 63.75 "Control" 62 0 0 44 7 186 0 0 175 7 1.81 0 0 0.13 0
"25" 78.25 59.75 "Control" 34 21 0 62 3 141 22 0 196 4 3.24 0 0 0 0.53
"26" 108.75 49.25 "Control" 39 0 0 26 3 266 0 0 160 6 4.33 1.95 0 0 2.87
"27" 142.25 48.25 "Control" 40 0 0 20 0 386 0 0 124 9 0.61 0.06 0 0.57 0.4
"28" -88.25 51.25 "Control" 32 0 0 21 0 284 0 0 213 1 1.15 0.02 0 0.08 0.29
"29" -86.75 51.25 "Control" 14 0 0 17 0 111 0 0 146 0 2.27 1 0 0.13 0.53
"30" -85.75 50.25 "Control" 28 0 0 18 0 211 0 0 137 0 0.14 0.04 0 0.38 0.12
"31" -84.75 53.25 "Control" 25 0 0 27 0 142 0 0 196 0 0.41 0.17 0 0.25 0.42
"32" -77.75 48.25 "Control" 31 0 0 18 0 315 0 0 191 0 5.24 0 0 0 0.69
"33" -74.75 49.75 "Control" 16 0 0 18 0 228 0 0 205 0 0.61 0 0 0.14 0.19
"34" -66.25 47.25 "Control" 23 0 0 21 0 244 0 0 174 6 6.41 0 0 0.02 1.99
"35" -65.25 54.25 "Control" 0 0 0 14 0 6 0 0 211 3 0.04 0 0 0.08 0.01
"36" 13.75 62.75 "Control" 0 0 0 23 0 133 2 0 226 2 0.53 0 0 0.14 0.01
"37" 14.25 63.75 "Control" 71 0 0 25 2 322 0 0 175 2 0.1 0.01 0 0.42 0.06
"38" 25.75 64.25 "Control" 71 0 16 28 7 423 0 16 164 14 6.59 0 0 0 3.14
"39" 36.25 59.25 "Control" 22 1 4 24 0 173 5 32 166 1 0.06 9.71 0 0.06 0.21
"40" 36.25 62.75 "Control" 35 0 0 22 0 347 0 0 179 1 6.64 0 0 0 0.43
"41" 52.25 58.25 "Control" 36 2 0 31 1 255 5 0 194 3 0.69 7.75 0 0.12 0.11
"42" 52.25 64.75 "Control" 19 0 0 20 0 152 0 0 206 3 2.27 0 0 0.13 0
"43" 57.75 61.75 "Control" 72 0 0 32 5 314 0 0 167 6 0 0.01 0 0.29 0.01
"44" 59.25 57.25 "Control" 53 10 0 49 2 257 11 0 199 2 0.12 0.14 0 0.48 0.16
"45" 60.25 61.25 "Control" 43 0 0 26 2 286 0 0 174 7 2.99 0 0 0.09 0
"46" 68.75 60.75 "Control" 22 0 0 24 0 142 0 0 150 0 0.05 4.68 0 0.15 0.17
"47" 71.75 59.75 "Control" 28 0 0 18 0 172 0 0 124 0 0 5.55 0 0 0.15
"48" 116.75 51.75 "Control" 13 0 0 28 2 109 0 0 193 5 0.12 0 0 0.24 4.9
"49" -142.25 65.75 "Control" 37 0 0 24 0 310 0 0 279 0 3.93 0 0 0 0.43
"50" -121.75 58.25 "Control" 21 5 0 37 1 118 6 0 155 3 1.17 6.64 0 0 3.81
"51" -106.75 58.25 "Control" 30 0 0 23 0 300 0 0 204 0 0.42 0 0 0.25 0.25
"52" -95.75 57.75 "Control" 2 0 0 16 0 35 0 0 237 0 0.4 0 0 0.27 0.08
"53" -88.25 49.25 "Control" 29 1 0 23 0 240 1 0 167 5 3.21 4.13 0 0 3.91
"54" -78.75 49.75 "Control" 22 0 0 19 0 177 0 0 176 0 1.07 0.6 0 0.02 1
"55" -77.25 55.25 "Control" 2 0 0 23 0 15 0 0 202 0 0.1 0 0 0.15 0.01
"56" -75.25 55.25 "Control" 0 0 0 20 0 3 0 0 182 0 0.01 0 0 0.14 0.03
"57" 36.25 59.75 "Control" 22 0 1 21 1 157 9 2 182 4 5.76 0 0 0 0
"58" 43.75 63.75 "Control" 22 0 0 18 0 313 0 0 247 3 3.03 0 0 0.01 0.33
"59" 48.25 60.75 "Control" 27 1 0 19 0 210 5 0 178 2 4.79 0 0 0 0
"60" 49.75 63.25 "Control" 14 0 0 16 0 191 0 0 234 2 0.61 0 0 0.12 0.17
"61" 58.25 62.25 "Control" 15 0 0 13 0 299 0 0 190 6 0.68 0.03 0 0.27 0.28
"62" 76.75 58.25 "Control" 28 0 0 30 1 186 2 0 217 3 0.53 5.83 0 0.17 0.59
"63" 87.25 59.75 "Control" 13 0 0 18 0 129 8 0 190 1 0.01 0.04 0 0.5 0.08
"64" 139.75 53.25 "Control" 62 0 0 41 8 272 0 0 183 14 0.11 0.09 0 0.56 0.13
"65" -141.75 62.75 "Control" 83 0 0 21 5 689 0 0 198 48 6.12 0 0 0 0
"66" -92.25 56.75 "Control" 9 0 0 18 0 176 0 0 295 0 0.66 0.03 0 0.16 0.31
"67" -80.25 50.25 "Control" 10 0 0 12 0 144 0 0 152 0 1.1 1.18 0 0.03 1.08
"68" 25.75 68.75 "Control" 21 0 0 24 85 271 0 0 278 101 1.38 0 0 0.02 0.17
"69" 26.75 67.25 "Control" 33 0 0 19 0 325 0 0 234 4 0.02 0.01 0 0.34 0.02
"70" 31.25 67.75 "Control" 18 0 0 19 75 219 0 0 227 76 0.52 0 0 0.05 0.19
"71" 38.75 61.25 "Control" 17 0 0 17 0 177 8 0 146 2 0.04 0.05 0 0.66 0.1
"72" 43.75 64.25 "Control" 22 0 0 20 0 212 1 0 265 5 1.59 1.18 0 0 0.92
"73" 46.25 62.25 "Control" 7 0 0 13 0 100 5 0 192 2 1.47 3.14 0 0.15 1.04
"74" 51.75 61.25 "Control" 54 0 0 22 1 375 0 0 213 5 3.66 0 0 0 1.43
"75" 61.25 64.25 "Control" 9 0 0 12 0 170 0 0 215 0 2.56 0 0 0.09 0.17
"76" 71.75 59.25 "Control" 19 0 0 28 0 127 0 0 157 0 0.03 0.09 0 0.63 0.06
"77" 80.75 65.25 "Control" 17 0 0 20 0 111 0 0 132 2 0.04 0.01 0 0.44 0.05
"78" 81.25 60.25 "Control" 26 3 0 35 1 138 4 0 203 1 0.3 2.78 0 0.09 0.34
"79" 82.75 58.25 "Control" 55 3 0 51 8 277 3 0 235 11 4.38 0 0 0 1.21
"80" 88.25 57.25 "Control" 62 2 0 49 9 313 2 0 218 16 3.24 2.22 0 0 2.35
"81" 104.25 50.75 "Control" 59 0 0 33 1 397 0 0 234 1 1.03 0 0 0.12 0.29
"82" -155.25 66.75 "Control" 0 0 0 21 0 100 0 0 181 8 1.08 0 0 0.09 0.01
"83" -149.25 64.25 "Control" 52 2 0 43 7 303 2 0 242 14 0.45 2.5 0 0.4 1.08
"84" -149.25 65.75 "Control" 41 0 0 28 1 288 0 0 169 2 0.31 0.25 0 0.53 0.45
"85" -148.25 65.25 "Control" 45 0 0 30 3 311 0 0 206 7 0.58 0.04 0 0.35 0.42
"86" -135.75 62.75 "Control" 54 3 0 40 16 321 3 0 201 29 2.53 0.28 0 0 6.11
"87" -130.25 58.25 "Control" 0 0 0 36 0 0 0 0 265 0 0.28 0.01 0 0.34 1.03
"88" -93.75 54.75 "Control" 31 0 0 26 0 220 0 0 193 0 2.52 0 0 0.04 0
"89" -93.25 51.25 "Control" 31 3 0 32 1 153 4 0 160 1 1.61 1.99 0 0.07 0.17
"90" -71.25 48.25 "Control" 53 0 0 29 1 362 0 0 228 1 0.05 0.02 0 0.43 0.07
"91" -65.25 51.25 "Control" 9 0 0 22 0 80 0 0 208 1 0.62 0 0 0.13 0.1
"92" -64.75 48.75 "Control" 69 0 0 27 4 333 0 0 134 7 1.36 0.39 0 0.19 1.02
"93" -62.25 50.75 "Control" 35 0 0 22 0 226 0 0 164 0 0.77 0.01 0 0.2 0.26
"94" 10.75 60.25 "Control" 57 0 0 25 4 374 0 16 159 17 4.1 0.15 2.35 0 3.45
