"Lon" "Lat" "Scenario" "initial_recruitment_BNE" "initial_recruitment_IBS" "initial_recruitment_TeBS" "initial_recruitment_Tundra" "initial_recruitment_otherC" "recruitment_ten_years_BNE" "recruitment_ten_years_IBS" "recruitment_ten_years_TeBS" "recruitment_ten_years_Tundra" "recruitment_ten_years_otherC" "previous_state_BNE" "previous_state_IBS" "previous_state_TeBS" "previous_state_Tundra" "previous_state_otherC"
"1" -155.75 58.25 "Control" 0 0 0 11 0 0 0 0 141 0 0.02 0 0 0.36 0.01
"2" -142.75 67.25 "Control" 13 0 0 21 0 177 0 0 363 6 0 0 0 0.37 0
"3" -124.75 56.75 "Control" 62 0 0 28 7 371 0 0 182 22 1.06 0.04 0 0.29 1.29
"4" -119.75 58.25 "Control" 44 2 0 36 7 249 2 0 190 11 0.53 0.16 0 0.57 0.45
"5" -106.25 57.25 "Control" 46 0 0 30 2 277 0 0 201 2 1.8 0.23 0 0.02 1.54
"6" -90.25 53.25 "Control" 30 0 0 24 0 247 0 0 213 0 0.15 0.01 0 0.38 0.1
"7" -72.25 49.25 "Control" 75 0 0 44 5 297 0 0 222 5 0.03 0.02 0 0.46 0.04
"8" -56.25 50.75 "Control" 40 0 0 22 0 253 0 0 154 2 2.64 0 0 0.1 0
"9" 29.25 66.25 "Control" 15 0 0 14 0 166 0 0 206 1 2.03 0 0 0.02 0.1
"10" 30.25 62.75 "Control" 37 0 0 22 0 339 0 0 188 5 0.12 0.03 0 0.48 0.16
"11" 50.75 62.25 "Control" 30 0 0 30 1 259 0 0 285 5 0.76 0.01 0 0.16 0.35
"12" 60.25 63.75 "Control" 15 0 0 11 0 98 0 0 91 1 0.22 0.06 0 0.4 0.18
"13" 74.75 64.25 "Control" 17 0 0 26 0 91 0 0 155 3 0.02 0.02 0 0.31 0.03
"14" 101.25 53.75 "Control" 20 30 0 47 4 94 32 0 176 7 3.98 0 0 0 0.52
"15" 112.25 51.25 "Control" 26 28 0 62 1 106 29 0 198 1 0.02 4.31 0 0.24 0.23
